date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
11/9/2020,ARKG,"ACCOLADE INC",ACCD,00437E102,1287655.00,51596335.85,1.65
11/9/2020,ARKG,"IONIS PHARMACEUTICALS INC",IONS,462222100,1000341.00,50117084.10,1.60
11/9/2020,ARKG,"VERTEX PHARMACEUTICALS INC",VRTX,92532F100,221619.00,49387794.15,1.58
11/9/2020,ARKG,"CERUS CORP",CERS,157085101,8188288.00,45854412.80,1.47
11/9/2020,ARKG,"ADAPTIVE BIOTECHNOLOGIES",ADPT,00650F109,840433.00,40408018.64,1.29
11/9/2020,ARKG,"10X GENOMICS INC-CLASS A",TXG,88025U109,290043.00,38912168.88,1.24
11/9/2020,ARKG,"TAKEDA PHARMACEUTIC-SP ADR","TAK UN",874060205,2077350.00,34878706.50,1.12
11/9/2020,ARKG,"SCHRODINGER INC",SDGR,80810D103,649185.00,34653495.30,1.11
11/9/2020,ARKG,"GUARDANT HEALTH INC",GH,40131M109,293720.00,33111055.60,1.06
11/9/2020,ARKG,"NOVARTIS AG-SPONSORED ADR",NVS,66987V109,379554.00,31855967.22,1.02
11/9/2020,ARKG,"SYROS PHARMACEUTICALS INC",SYRS,87184Q107,3584815.00,31869005.35,1.02
11/9/2020,ARKG,"PHREESIA INC",PHR,71944F106,715871.00,30145327.81,0.96
11/9/2020,ARKG,"CODEXIS INC",CDXS,192005106,1772991.00,27499090.41,0.88
11/9/2020,ARKG,"CASTLE BIOSCIENCES INC",CSTL,14843C105,562123.00,26858236.94,0.86
11/9/2020,ARKG,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,554518.00,21565205.02,0.69
11/9/2020,ARKG,"AQUABOUNTY TECHNOLOGIES",AQB,03842K200,4850174.00,21098256.90,0.67
11/9/2020,ARKG,"BEAM THERAPEUTICS INC",BEAM,07373V105,539425.00,19920965.25,0.64
11/9/2020,ARKG,"PLURISTEM THERAPEUTICS INC",PSTI,72940R300,2071499.00,18022041.30,0.58
11/9/2020,ARKG,"THERMO FISHER SCIENTIFIC INC",TMO,883556102,35660.00,17294743.40,0.55
11/9/2020,ARKG,"REGENERON PHARMACEUTICALS",REGN,75886F107,28213.00,16012288.15,0.51
11/9/2020,ARKG,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,14982217.32,14982217.32,0.48
11/9/2020,ARKG,"EVOGENE LTD",EVGN,M4119S104,4602387.00,11459943.63,0.37
11/9/2020,ARKG,"BERKELEY LIGHTS INC",BLI,084310101,108420.00,9511686.60,0.30
11/9/2020,ARKG,"REPARE THERAPEUTICS INC",RPTX,760273102,288360.00,8270164.80,0.26
11/9/2020,ARKG,"SURFACE ONCOLOGY INC",SURF,86877M209,570534.00,4975056.48,0.16
11/9/2020,ARKG,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,375748.00,3483183.96,0.11
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2020, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
