date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
11/9/2020,ARKW,"TRADE DESK INC/THE -CLASS A",TTD,88339J105,56411.00,42949643.07,1.36
11/9/2020,ARKW,"SOCIAL CAPITAL HEDOSOPHIA-A",IPOB,G8250T109,2229724.00,42320161.52,1.34
11/9/2020,ARKW,"HUBSPOT INC",HUBS,443573100,120745.00,41725849.65,1.32
11/9/2020,ARKW,"AMAZON.COM INC",AMZN,023135106,11973.00,37639999.02,1.19
11/9/2020,ARKW,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,406167.00,36161048.01,1.15
11/9/2020,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,282948.00,35807069.40,1.14
11/9/2020,ARKW,"UNITY SOFTWARE INC",U,91332U101,345547.00,35539508.95,1.13
11/9/2020,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,540655.00,34910093.35,1.11
11/9/2020,ARKW,"DOCUSIGN INC",DOCU,256163106,162816.00,32172441.60,1.02
11/9/2020,ARKW,"AGORA INC-ADR",API,00851L103,750020.00,32033354.20,1.02
11/9/2020,ARKW,"SYNOPSYS INC",SNPS,871607107,135784.00,31744941.36,1.01
11/9/2020,ARKW,"NVIDIA CORP",NVDA,67066G104,58626.00,31964653.98,1.01
11/9/2020,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,841019.00,31580263.45,1.00
11/9/2020,ARKW,"JD.COM INC-ADR",JD,47215P106,369622.00,31366122.92,0.99
11/9/2020,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,163521.00,30663457.92,0.97
11/9/2020,ARKW,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,452363.00,29991666.90,0.95
11/9/2020,ARKW,"OKTA INC",OKTA,679295105,136367.00,29644822.13,0.94
11/9/2020,ARKW,"ADOBE INC",ADBE,00724F101,60549.00,28527055.86,0.90
11/9/2020,ARKW,"LENDINGCLUB CORP",LC,52603A208,4690082.00,26405161.66,0.84
11/9/2020,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,57952.00,23948084.48,0.76
11/9/2020,ARKW,"KE HOLDINGS INC",BEKE,482497104,217721.00,15675912.00,0.50
11/9/2020,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,12424.00,11213902.40,0.36
11/9/2020,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,8836188.75,8836188.75,0.28
11/9/2020,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,26023.00,381757.41,0.01
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2020, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
