date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
11/12/2020,ARKW,"OKTA INC",OKTA,679295105,141701.00,31777866.26,0.97
11/12/2020,ARKW,"SYNOPSYS INC",SNPS,871607107,141097.00,31571864.72,0.96
11/12/2020,ARKW,"AGORA INC-ADR",API,00851L103,779357.00,30581968.68,0.93
11/12/2020,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,71480.00,30639187.20,0.93
11/12/2020,ARKW,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,470066.00,30244046.44,0.92
11/12/2020,ARKW,"ADOBE INC",ADBE,00724F101,62922.00,29106458.76,0.89
11/12/2020,ARKW,"LENDINGCLUB CORP",LC,52603A208,4690082.00,25607847.72,0.78
11/12/2020,ARKW,"KE HOLDINGS INC",BEKE,482497104,226247.00,15303347.08,0.47
11/12/2020,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,12907.00,11949300.60,0.36
11/12/2020,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,4980688.75,4980688.75,0.15
11/12/2020,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,27071.00,394695.18,0.01
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2020, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
